Order_ID,Customer,Country,Product,Category,Amount,Date
4146,,India,Headphones,electronics,4674,
4147,Praful,USA,,electronics,24837,March 5 2024
4148,Raj,UK,Tablet,Gadgets,21380,01-02-2024
4149,,,Laptop,Electronics,33697,
4150,Praful,India,Laptop,Electronics,22393,01-02-2024
4151,Sara,India,Tablet,electronics,5874,
4152,Sara,,Headphones,electronics,20904,2024-01-01
4153,John,India,Headphones,Electronics,39820,2024-01-01
4154,Raj,India,Headphones,Electronics,13319,2024-01-01
4155,Amit,USA,Phone,electronics,27955,2024-01-01
4156,Praful,UK,Tablet,electronics,11828,
4157,Praful,Germany,Tablet,Electronics,35588,01-02-2024
4158,John,India,Headphones,Gadgets,20180,
4159,Amit,India,Headphones,Gadgets,1846,01-02-2024
4160,Praful,india,Headphones,Gadgets,16585,2024-01-01
4161,Sara,India,Phone,Gadgets,44101,2024-01-01
4162,Praful,,Laptop,Gadgets,21420,01-02-2024
4163,,USA,Laptop,Gadgets,19443,2024-01-01
4164,Raj,Germany,Phone,electronics,26374,March 5 2024
4165,Sara,UK,Phone,electronics,37976,
4166,Amit,UK,Tablet,electronics,28964,01-02-2024
4167,,india,,electronics,40463,
4168,,india,Laptop,,43738,March 5 2024
4169,Amit,India,Headphones,Gadgets,18523,
4170,Praful,USA ,Laptop,,11121,2024-01-01
4171,Amit,USA ,,electronics,14412,
4172,Raj,UK,Phone,,30099,01-02-2024
4173,Raj,USA ,Laptop,Electronics,2550,2024-01-01
4174,Amit,UK,Headphones,,13998,2024-01-01
4175,Praful,Germany,Laptop,Gadgets,33843,2024-01-01
4176,John,india,Tablet,Electronics,28350,2024-01-01
4177,Sara,india,,Electronics,2180,2024-01-01
4178,Raj,,Phone,electronics,15728,March 5 2024
4179,,USA,Laptop,Electronics,3577,March 5 2024
4180,John,India,Phone,Gadgets,39185,01-02-2024
4181,Sara,India,Phone,Gadgets,24818,01-02-2024
4182,John,india,Tablet,electronics,16106,2024-01-01
4183,Amit,,Tablet,Gadgets,34970,March 5 2024
4184,Sara,india,Laptop,electronics,21653,
4185,Amit,india,Tablet,Electronics,1429,01-02-2024
4186,Raj,USA ,Headphones,,10767,
4187,Sara,Germany,Phone,,29681,2024-01-01
4188,Praful,UK,,Electronics,22904,2024-01-01
4189,Praful,UK,Headphones,Gadgets,20507,
4190,Praful,india,Headphones,electronics,849,
4191,,Germany,,,38626,2024-01-01
4192,Amit,india,Tablet,Electronics,46246,01-02-2024
4193,Sara,USA,Tablet,,46875,01-02-2024
4194,Praful,USA,Laptop,electronics,11786,March 5 2024
4195,Amit,India,Laptop,Gadgets,17037,2024-01-01
4196,Sara,Germany,Headphones,,8996,
4197,Sara,USA ,Laptop,Gadgets,9840,
4198,Amit,USA ,Phone,Electronics,14900,
4199,Raj,Germany,,electronics,48605,01-02-2024
4200,Sara,USA ,Phone,electronics,29652,01-02-2024
4201,John,Germany,Headphones,,26014,2024-01-01
4202,Praful,Germany,Phone,,16284,01-02-2024
4203,Praful,USA ,Laptop,electronics,12139,01-02-2024
4204,Praful,Germany,Phone,Gadgets,49323,March 5 2024
4205,John,India,,Electronics,47682,2024-01-01
4206,Sara,Germany,,,24002,2024-01-01
4207,Raj,,,Gadgets,32338,2024-01-01
4208,,UK,Tablet,electronics,15041,01-02-2024
4209,Praful,,Phone,,18068,March 5 2024
4210,,UK,Laptop,electronics,28699,
4211,Praful,USA ,Laptop,Gadgets,15724,
4212,John,India,Headphones,,31533,2024-01-01
4213,Sara,,Phone,Gadgets,19564,2024-01-01
4214,Sara,UK,,electronics,37958,2024-01-01
4215,Sara,,Headphones,electronics,15010,March 5 2024
4216,John,Germany,Headphones,,23852,
4217,Raj,UK,Phone,,43065,
4218,Sara,,Phone,electronics,13579,2024-01-01
4219,,india,Headphones,,42468,2024-01-01
4220,Praful,India,Phone,,12573,01-02-2024
4221,Raj,India,Tablet,Gadgets,34308,01-02-2024
4222,Praful,Germany,Headphones,Gadgets,31552,2024-01-01
4223,Sara,,Headphones,Electronics,13288,
4224,,USA,,Gadgets,5660,01-02-2024
4225,Sara,india,Phone,,38182,2024-01-01
4226,John,india,,electronics,25347,March 5 2024
4227,Raj,UK,Tablet,Electronics,12731,2024-01-01
4228,Sara,UK,Laptop,,43441,
4229,John,USA,Phone,Electronics,8745,2024-01-01
4230,Raj,USA,Laptop,Electronics,43417,March 5 2024
4231,Sara,India,,electronics,13211,
4232,Praful,USA,Headphones,Gadgets,17893,March 5 2024
4233,,India,,Electronics,27365,March 5 2024
4234,John,Germany,Laptop,Electronics,18661,
4235,John,USA,Phone,electronics,17430,01-02-2024
4236,John,USA,,,15715,01-02-2024
4237,Amit,USA ,,Electronics,16414,March 5 2024
4238,Sara,,Laptop,electronics,2316,2024-01-01
4239,,USA,Laptop,,11880,March 5 2024
4240,Amit,USA,Tablet,Electronics,32541,
4241,Sara,USA,Phone,Gadgets,14344,
4242,Sara,,Tablet,electronics,11216,March 5 2024
4243,Sara,india,,,44071,2024-01-01
4244,,,Tablet,Electronics,11352,01-02-2024
4245,Sara,Germany,Headphones,,28617,March 5 2024
4246,Amit,India,Headphones,,13287,2024-01-01
4247,Sara,USA,,Electronics,16018,March 5 2024
4248,Praful,USA,Tablet,Electronics,3119,2024-01-01
4249,John,India,,Electronics,22891,March 5 2024
4250,John,USA,Tablet,Electronics,4954,
4251,Sara,,Laptop,electronics,22427,2024-01-01
4252,Praful,UK,Phone,Electronics,7955,
4253,Sara,USA ,Phone,Electronics,45677,March 5 2024
4254,John,USA,Tablet,,8158,2024-01-01
4255,,india,Laptop,Electronics,30715,March 5 2024
4256,John,India,Phone,electronics,5592,
4257,John,UK,Tablet,electronics,42409,
4258,Raj,UK,Tablet,,44891,2024-01-01
4259,John,india,Laptop,Electronics,37926,01-02-2024
4260,Sara,india,Phone,Gadgets,27603,March 5 2024
4261,Amit,UK,Laptop,Electronics,36382,March 5 2024
4262,Amit,India,Phone,Gadgets,275,01-02-2024
4263,Amit,UK,Laptop,electronics,22457,March 5 2024
4264,John,UK,,,8876,March 5 2024
4265,Raj,Germany,Headphones,,22331,
4266,Sara,,Laptop,electronics,33399,
4267,Amit,USA,Tablet,electronics,11457,01-02-2024
4268,John,India,Laptop,electronics,5666,March 5 2024
4269,Praful,USA ,Headphones,Electronics,13713,
4270,Sara,USA,Phone,electronics,48491,March 5 2024
4271,John,USA,Laptop,electronics,38856,01-02-2024
4272,Raj,USA,Phone,Electronics,11714,01-02-2024
4273,,USA,Headphones,Gadgets,34507,March 5 2024
4274,,USA ,,Gadgets,45752,2024-01-01
4275,Sara,UK,Phone,Gadgets,35348,2024-01-01
4276,Sara,UK,Laptop,,21158,March 5 2024
4277,,India,Tablet,,38972,
4278,Sara,UK,Tablet,electronics,28339,March 5 2024
4279,,India,Phone,,20468,
4280,Sara,india,Tablet,,26321,2024-01-01
4281,Raj,Germany,Phone,Gadgets,45501,2024-01-01
4282,Praful,USA ,Laptop,Gadgets,48147,March 5 2024
4283,,india,,electronics,23091,
4284,Amit,USA,Laptop,Gadgets,9667,
4285,Praful,USA ,Tablet,,33203,01-02-2024
4286,John,India,Phone,Gadgets,284,
4287,Amit,UK,Laptop,,13291,March 5 2024
4288,Amit,USA ,Tablet,Electronics,48584,
4289,Raj,India,Phone,Electronics,10233,01-02-2024
4290,,UK,Phone,Gadgets,17185,March 5 2024
4291,Sara,Germany,Laptop,electronics,14526,
4292,Sara,,Phone,Electronics,25810,
4293,Sara,Germany,Laptop,Electronics,15673,March 5 2024
4294,Amit,india,Laptop,Gadgets,41805,March 5 2024
4295,,India,Phone,,48793,March 5 2024
4296,Raj,Germany,Tablet,,24217,
4297,Sara,,,,15696,
4298,Amit,Germany,Laptop,Electronics,49931,March 5 2024
4299,Raj,UK,Tablet,Electronics,14816,March 5 2024
4300,Raj,USA ,Tablet,Gadgets,6225,2024-01-01
4301,Raj,USA ,Headphones,,36576,March 5 2024
4302,Praful,UK,Tablet,electronics,38734,01-02-2024
4303,Praful,India,Headphones,electronics,23856,01-02-2024
4304,Praful,USA,Phone,Gadgets,11980,
4305,Sara,USA,Tablet,electronics,5420,
4306,Raj,Germany,Tablet,Electronics,41517,March 5 2024
4307,Amit,Germany,Laptop,,5735,01-02-2024
4308,Sara,Germany,Phone,Gadgets,38605,
4309,,UK,Headphones,electronics,34174,01-02-2024
4310,Amit,Germany,Phone,,32125,
4311,Praful,,,,26420,March 5 2024
4312,Praful,USA ,Headphones,Electronics,8926,
4313,Raj,india,Laptop,Electronics,8773,March 5 2024
4314,,India,,Electronics,28470,01-02-2024
4315,,USA ,,Electronics,22168,
4316,Amit,USA,Headphones,,24236,March 5 2024
4317,Sara,USA,Phone,electronics,33543,
4318,Amit,Germany,Phone,Electronics,37635,2024-01-01
4319,Praful,USA,Laptop,,17796,01-02-2024
4320,Sara,USA ,Headphones,Electronics,48727,
4321,Praful,USA ,Headphones,Gadgets,24336,March 5 2024
4322,Raj,Germany,Laptop,electronics,38280,2024-01-01
4323,John,Germany,,Gadgets,14792,2024-01-01
4324,Praful,USA,Tablet,Gadgets,5372,March 5 2024
4325,Raj,UK,Headphones,,13245,March 5 2024
4326,Praful,India,,Electronics,22296,
4327,Praful,India,Phone,Gadgets,16511,
4328,John,,,Gadgets,8077,01-02-2024
4329,Amit,india,Phone,electronics,20745,01-02-2024
4330,Sara,,,Gadgets,17840,March 5 2024
4331,Sara,,Tablet,Electronics,30054,01-02-2024
4332,Amit,india,Phone,,22741,
4333,Sara,India,Phone,Electronics,23570,01-02-2024
4334,Amit,USA,,Electronics,4687,2024-01-01
4335,Sara,USA ,Laptop,,3941,March 5 2024
4336,John,india,Phone,,39927,01-02-2024
4337,,,Headphones,Gadgets,653,2024-01-01
4338,,,Headphones,electronics,32361,01-02-2024
4339,Praful,india,Laptop,Electronics,48122,2024-01-01
4340,Raj,India,,Electronics,41475,March 5 2024
4341,,USA ,,electronics,2035,March 5 2024
4342,Praful,USA ,,electronics,23233,01-02-2024
4343,Sara,USA,Phone,,2938,March 5 2024
4344,Praful,UK,Laptop,Electronics,34730,March 5 2024
4345,Sara,India,Tablet,Gadgets,32743,March 5 2024
4346,Amit,india,,,10370,2024-01-01
4347,Amit,USA ,Tablet,electronics,48941,
4348,,India,Tablet,electronics,15548,01-02-2024
4349,Raj,india,Laptop,,6140,2024-01-01
4350,Praful,India,,Electronics,26210,01-02-2024
4351,Amit,USA,Laptop,Gadgets,43061,01-02-2024
4352,,USA ,Tablet,Gadgets,44243,2024-01-01
4353,,USA,Headphones,,47507,2024-01-01
4354,Amit,Germany,Phone,electronics,37333,
4355,Amit,UK,Laptop,Electronics,35170,
4356,,,Laptop,Gadgets,46315,March 5 2024
4357,John,UK,Tablet,Gadgets,43767,March 5 2024
4358,Sara,USA,Phone,electronics,34748,
4359,Amit,India,Laptop,Electronics,12118,2024-01-01
4360,Raj,Germany,Laptop,Gadgets,37357,01-02-2024
4361,Sara,Germany,Laptop,,25220,
4362,Amit,USA,Phone,electronics,1184,2024-01-01
4363,Praful,USA,Tablet,electronics,18170,
4364,,UK,Headphones,Gadgets,22319,01-02-2024
4365,Amit,UK,Headphones,Electronics,47902,
4366,John,india,Laptop,Gadgets,31629,
4367,Praful,Germany,Phone,Gadgets,29777,2024-01-01
4368,Praful,,,Electronics,30080,01-02-2024
4369,Raj,india,,electronics,28931,
4370,Amit,USA ,Tablet,electronics,35647,March 5 2024
4371,John,India,,Gadgets,1822,01-02-2024
4372,Sara,UK,Headphones,Electronics,13362,01-02-2024
4373,Praful,India,,Electronics,18018,01-02-2024
4374,,USA,Tablet,Gadgets,11755,March 5 2024
4375,Sara,USA,Tablet,,11091,
4376,Sara,India,Headphones,Electronics,39329,
4377,Raj,,Laptop,Gadgets,22012,
4378,Sara,India,Laptop,Gadgets,43846,
4379,Sara,USA ,Headphones,,43383,2024-01-01
4380,,India,,electronics,30533,March 5 2024
4381,Amit,USA ,Tablet,Electronics,30464,01-02-2024
4382,,UK,Tablet,electronics,29954,March 5 2024
4383,Amit,India,Tablet,Electronics,33797,2024-01-01
4384,Raj,UK,Phone,Gadgets,12779,
4385,,USA,Laptop,Electronics,46467,March 5 2024
4386,,USA,Laptop,electronics,33526,01-02-2024
4387,Amit,,Phone,,12391,March 5 2024
4388,John,UK,Tablet,Electronics,3305,2024-01-01
4389,Amit,India,Headphones,,31834,
4390,Sara,USA ,Phone,electronics,34542,2024-01-01
4391,John,USA,,Gadgets,32089,01-02-2024
4392,Amit,,,Electronics,13483,2024-01-01
4393,,USA,,Electronics,21330,March 5 2024
4394,Sara,Germany,Phone,Electronics,41071,01-02-2024
4395,John,Germany,Phone,,1625,01-02-2024
4396,Sara,India,Headphones,Electronics,21208,March 5 2024
4397,Amit,USA,Laptop,,16013,March 5 2024
4398,Raj,India,,Gadgets,33612,
4399,Sara,USA,Tablet,Electronics,9316,
4400,John,India,Tablet,Gadgets,46816,
4401,Amit,USA ,Headphones,Electronics,12178,01-02-2024
4402,Raj,USA,Tablet,Gadgets,46673,2024-01-01
4403,Praful,,Headphones,Electronics,22059,March 5 2024
4404,Sara,USA,Headphones,,12439,01-02-2024
4405,,India,,Electronics,41691,01-02-2024
4406,Praful,India,Laptop,,635,01-02-2024
4407,Raj,India,Phone,electronics,19581,
4408,John,USA,Headphones,electronics,30969,March 5 2024
4409,Sara,India,Headphones,electronics,4503,
4410,,USA,Headphones,electronics,48360,March 5 2024
4411,Amit,USA,Laptop,Electronics,36292,2024-01-01
4412,Raj,india,Headphones,Gadgets,23924,March 5 2024
4413,Raj,,Phone,,9502,01-02-2024
4414,Raj,USA,Laptop,Electronics,41653,2024-01-01
4415,Sara,india,Laptop,Electronics,8843,
4416,John,India,Tablet,Gadgets,47738,March 5 2024
4417,Sara,USA ,Laptop,,22218,01-02-2024
4418,,UK,,Gadgets,25291,2024-01-01
4419,Amit,USA,Phone,,3907,2024-01-01
4420,John,,Phone,electronics,47080,March 5 2024
4421,John,india,,electronics,3282,
4422,John,,,electronics,39781,
4423,Raj,india,Laptop,electronics,7749,March 5 2024
4424,Sara,UK,Laptop,electronics,15963,01-02-2024
4425,Amit,USA ,,,12191,
4426,Raj,India,Headphones,electronics,47236,March 5 2024
4427,John,India,Phone,Gadgets,2326,01-02-2024
4428,Amit,,Headphones,Gadgets,11002,2024-01-01
4429,Sara,,Tablet,Gadgets,42585,01-02-2024
4430,Amit,,Laptop,Gadgets,43018,
4431,,UK,Laptop,,24225,01-02-2024
4432,Raj,,Phone,Gadgets,4194,March 5 2024
4433,Sara,Germany,Phone,Electronics,36318,
4434,Sara,India,Phone,Electronics,14202,01-02-2024
4435,John,Germany,,electronics,28524,01-02-2024
4436,John,India,Phone,Electronics,48711,
4437,Raj,India,Headphones,,10291,2024-01-01
4438,,UK,Laptop,Gadgets,34723,
4439,Sara,USA ,Phone,Electronics,6058,01-02-2024
4440,Raj,Germany,Headphones,Electronics,25252,01-02-2024
4441,Praful,india,,Gadgets,37940,
4442,,Germany,Headphones,electronics,12714,01-02-2024
4443,Amit,USA ,Headphones,Electronics,13441,
4444,Praful,USA ,Phone,electronics,5390,01-02-2024
4445,Raj,India,Tablet,electronics,48537,March 5 2024
4446,Sara,India,,,35755,March 5 2024
4447,Amit,India,,electronics,26113,March 5 2024
4448,Praful,UK,,Electronics,19176,01-02-2024
4449,Raj,USA ,Phone,electronics,11023,01-02-2024
4450,Raj,UK,Phone,,11173,
4451,Sara,UK,Headphones,Gadgets,15788,01-02-2024
4452,John,india,Phone,Gadgets,39993,2024-01-01
4453,,India,,Electronics,36831,01-02-2024
4454,Sara,india,,,10951,March 5 2024
4455,Amit,india,Headphones,electronics,13920,
4456,Sara,UK,Tablet,,30896,01-02-2024
4457,,India,Laptop,,18162,2024-01-01
4458,Amit,USA,Phone,Gadgets,41840,2024-01-01
4459,Amit,,Laptop,Gadgets,11390,
4460,Praful,USA ,Laptop,Electronics,21527,01-02-2024
4461,,USA ,Headphones,Electronics,20881,March 5 2024
4462,Praful,UK,,Gadgets,25615,2024-01-01
4463,Praful,,Phone,Electronics,30843,2024-01-01
4464,John,USA,Phone,electronics,17567,01-02-2024
4465,Raj,Germany,Headphones,electronics,16685,01-02-2024
4466,Praful,,Headphones,Electronics,45554,
4467,Sara,india,Headphones,,18038,
4468,John,india,Laptop,electronics,32922,March 5 2024
4469,Sara,,Tablet,electronics,1652,01-02-2024
4470,Sara,USA,Headphones,electronics,29094,March 5 2024
4471,Sara,,Tablet,,31848,
4472,,Germany,Tablet,,11208,
4473,Sara,USA ,Tablet,,7650,01-02-2024
4474,Sara,USA ,Phone,,38685,March 5 2024
4475,Sara,USA ,Tablet,Electronics,16857,March 5 2024
4476,John,USA ,Phone,electronics,10557,
4477,John,india,Tablet,,20928,
4478,Amit,USA,Tablet,electronics,46366,
4479,Sara,UK,,,9949,2024-01-01
4480,Praful,India,Phone,Electronics,5151,March 5 2024
4481,Raj,India,Phone,Gadgets,8947,01-02-2024
4482,John,india,Headphones,Electronics,48913,2024-01-01
4483,Raj,Germany,Headphones,Gadgets,22263,March 5 2024
4484,Amit,India,Headphones,electronics,33034,
4485,Praful,india,Headphones,electronics,23826,March 5 2024
4486,John,USA ,Laptop,electronics,42096,March 5 2024
4487,Raj,,Tablet,,41130,
4488,Sara,UK,,electronics,34793,01-02-2024
4489,John,UK,Phone,Gadgets,12103,2024-01-01
4490,Praful,UK,Phone,Electronics,47446,01-02-2024
4491,,Germany,Phone,Gadgets,46002,March 5 2024
4492,Sara,india,,Gadgets,36493,2024-01-01
4493,,Germany,Headphones,electronics,29635,2024-01-01
4494,Amit,India,,electronics,5004,01-02-2024
4495,Praful,UK,Laptop,electronics,13320,March 5 2024
4496,Raj,USA ,Tablet,electronics,33259,
4497,Praful,UK,Headphones,electronics,35782,2024-01-01
4498,John,Germany,Phone,Gadgets,20210,01-02-2024
4499,Praful,india,Phone,,7755,01-02-2024
4500,John,india,Phone,Electronics,7683,
4501,,India,Phone,electronics,40076,March 5 2024
4502,Praful,USA,Tablet,electronics,15432,2024-01-01
4503,Praful,india,Tablet,,22201,
4504,Amit,,Laptop,Electronics,1349,March 5 2024
4505,,Germany,Tablet,Electronics,45865,March 5 2024
4506,Praful,,Tablet,,14112,
4507,Raj,UK,Laptop,,42630,
4508,John,,Tablet,Electronics,40476,2024-01-01
4509,Amit,India,Tablet,Gadgets,9805,March 5 2024
4510,Praful,India,,,40458,
4511,,India,Laptop,Electronics,1935,
4512,John,india,Phone,,46736,
4513,Praful,USA,Tablet,,48636,March 5 2024
4514,Raj,,Tablet,Gadgets,41391,March 5 2024
4515,,india,Laptop,Electronics,2523,2024-01-01
4516,,Germany,Headphones,Gadgets,48655,2024-01-01
4517,Amit,India,Phone,Gadgets,15264,March 5 2024
4518,Sara,Germany,Laptop,Electronics,23605,
4519,,USA ,Tablet,Electronics,43427,March 5 2024
4520,Sara,,Phone,Electronics,6814,2024-01-01
4521,,Germany,Headphones,,27616,
4522,Praful,USA ,,Gadgets,18354,2024-01-01
4523,John,,Phone,,5930,01-02-2024
4524,Praful,Germany,Tablet,Electronics,9543,March 5 2024
4525,John,UK,Phone,electronics,27030,01-02-2024
4526,John,USA,Tablet,electronics,16613,01-02-2024
4527,,Germany,Tablet,Electronics,17521,2024-01-01
4528,Sara,UK,Phone,electronics,6387,01-02-2024
4529,,USA ,Laptop,,17678,
4530,Sara,USA ,Phone,,8416,March 5 2024
4531,Raj,UK,Tablet,,25582,March 5 2024
4532,,India,Phone,electronics,40531,
4533,Amit,Germany,Tablet,,13246,01-02-2024
4534,,India,Phone,Gadgets,40249,
4535,Praful,,Laptop,,42183,2024-01-01
4536,John,,Laptop,electronics,17526,2024-01-01
4537,Amit,india,Headphones,electronics,36165,
4538,,,Tablet,,20101,
4539,,UK,Laptop,electronics,24182,March 5 2024
4540,Sara,india,Tablet,Electronics,18169,
4541,Amit,USA ,Phone,Electronics,49439,March 5 2024
4542,Raj,,Laptop,,197,
4543,,India,Headphones,,21888,
4544,Raj,,Tablet,electronics,22682,2024-01-01
4545,Raj,Germany,,Electronics,13168,01-02-2024
4546,Amit,USA,Phone,Gadgets,38606,2024-01-01
4547,John,Germany,Laptop,Gadgets,7189,
4548,Amit,Germany,,Electronics,22616,2024-01-01
4549,,india,Tablet,Gadgets,31886,01-02-2024
4550,Raj,USA ,,electronics,29392,March 5 2024
4551,Praful,USA ,,Electronics,39818,2024-01-01
4552,Amit,Germany,,electronics,12877,2024-01-01
4553,Raj,USA,Tablet,electronics,13982,
4554,John,UK,Laptop,electronics,30079,01-02-2024
4555,John,india,Tablet,electronics,37143,01-02-2024
4556,Sara,India,Tablet,Gadgets,14458,2024-01-01
4557,Amit,UK,Phone,,8273,01-02-2024
4558,,USA ,,Electronics,45017,March 5 2024
4559,Praful,Germany,Headphones,Gadgets,41671,
4560,Raj,USA,Phone,,21121,2024-01-01
4561,Amit,USA ,Headphones,electronics,37900,01-02-2024
4562,Amit,India,Tablet,Electronics,1991,
4563,,Germany,Laptop,Electronics,10783,
4564,Praful,UK,Tablet,,20437,01-02-2024
4565,John,Germany,,electronics,31401,2024-01-01
4566,Raj,Germany,Laptop,Electronics,47508,March 5 2024
4567,Praful,india,Headphones,,16902,01-02-2024
4568,Praful,india,,,34619,01-02-2024
4569,Amit,Germany,,,27775,
4570,Amit,Germany,Headphones,electronics,31330,March 5 2024
4571,Sara,india,Tablet,Gadgets,2121,
4572,Praful,India,Tablet,Gadgets,30079,2024-01-01
4573,Sara,India,Phone,Gadgets,9309,2024-01-01
4574,Sara,,Phone,,43442,01-02-2024
4575,,USA ,,,14401,
4576,,India,Laptop,Gadgets,6180,2024-01-01
4577,Amit,India,Laptop,electronics,3900,01-02-2024
4578,Praful,UK,Laptop,Electronics,37378,01-02-2024
4579,,USA ,Laptop,electronics,17665,01-02-2024
4580,Amit,USA ,Laptop,,44478,01-02-2024
4581,John,USA ,,Gadgets,8778,March 5 2024
4582,Sara,USA ,Tablet,electronics,26182,March 5 2024
4583,Sara,Germany,Laptop,electronics,32243,2024-01-01
4584,Sara,USA ,Tablet,,35840,March 5 2024
4585,Praful,UK,,,34213,March 5 2024
4586,,USA,Phone,Gadgets,15199,01-02-2024
4587,Raj,USA ,Headphones,,31757,March 5 2024
4588,,India,Headphones,,42318,
4589,Amit,India,,,30384,2024-01-01
4590,Raj,UK,,electronics,16021,2024-01-01
4591,Praful,india,,Electronics,3520,2024-01-01
4592,Raj,Germany,Headphones,,19715,March 5 2024
4593,John,USA,Tablet,electronics,3765,
4594,Raj,UK,Tablet,,7982,01-02-2024
4595,Amit,India,Phone,electronics,46827,March 5 2024
4596,Amit,UK,Tablet,,13883,March 5 2024
4597,,USA,Tablet,Electronics,45447,01-02-2024
4598,Amit,Germany,Laptop,electronics,47069,March 5 2024
4599,Amit,,Phone,Gadgets,42760,March 5 2024
4600,,Germany,Phone,Gadgets,589,2024-01-01
4601,Praful,UK,Laptop,Electronics,19128,March 5 2024
4602,Amit,USA ,Headphones,Electronics,32843,
4603,Praful,USA,Headphones,Gadgets,48201,01-02-2024
4604,John,,Headphones,Gadgets,48370,March 5 2024
4605,John,,Phone,Gadgets,35877,
4606,Sara,Germany,Headphones,,3010,March 5 2024
4607,John,,Tablet,,45029,
4608,Raj,UK,Headphones,Gadgets,17196,2024-01-01
4609,,UK,Tablet,electronics,11955,01-02-2024
4610,Sara,Germany,Phone,electronics,31964,
4611,,,Headphones,electronics,47613,01-02-2024
4612,Raj,USA,Laptop,Electronics,23338,2024-01-01
4613,John,Germany,Phone,Gadgets,3960,2024-01-01
4614,Sara,Germany,Phone,Gadgets,34835,
4615,Amit,USA ,Tablet,electronics,22889,
4616,Praful,india,Headphones,,34887,March 5 2024
4617,Amit,,Phone,Electronics,43373,
4618,John,India,Tablet,Electronics,27114,
4619,,USA,Headphones,,14299,March 5 2024
4620,Sara,UK,Laptop,Electronics,24389,
4621,Sara,india,Laptop,,21973,2024-01-01
4622,Raj,Germany,,Electronics,20626,01-02-2024
4623,Amit,USA ,Headphones,electronics,42623,March 5 2024
4624,Raj,USA ,Laptop,electronics,39285,March 5 2024
4625,,UK,,electronics,22988,01-02-2024
4626,Raj,USA ,Tablet,Gadgets,41817,
4627,John,,Laptop,Electronics,16665,01-02-2024
4628,Praful,Germany,Phone,Electronics,42859,
4629,,india,Headphones,Electronics,46103,
4630,Praful,USA,,Electronics,5616,2024-01-01
4631,Amit,USA ,,,9300,01-02-2024
4632,Praful,Germany,Phone,Gadgets,33564,March 5 2024
4633,Sara,UK,Laptop,Electronics,42595,01-02-2024
4634,,Germany,,electronics,25694,
4635,Praful,india,Laptop,Gadgets,1216,
4636,Sara,,Headphones,Electronics,43526,
4637,Raj,Germany,Laptop,,10369,2024-01-01
4638,Amit,,Phone,Electronics,10643,01-02-2024
4639,Sara,,Laptop,,46481,2024-01-01
4640,Sara,,,Electronics,19046,2024-01-01
4641,John,Germany,Tablet,Electronics,29237,01-02-2024
4642,Praful,USA ,Phone,Electronics,21888,March 5 2024
4643,Amit,,Phone,,7924,2024-01-01
4644,Raj,USA ,Headphones,Gadgets,8714,
4645,,UK,Tablet,,9715,01-02-2024
4646,,USA,Headphones,electronics,46998,
4647,John,USA,Tablet,Electronics,246,
4648,Raj,USA,Phone,Gadgets,36290,March 5 2024
4649,John,,,electronics,27671,2024-01-01
4650,Sara,india,Phone,Gadgets,16618,March 5 2024
4651,John,Germany,Headphones,Gadgets,12467,March 5 2024
4652,Raj,india,Laptop,,25668,
4653,,india,Laptop,electronics,35616,2024-01-01
4654,Raj,india,Tablet,electronics,23433,
4655,Sara,india,Headphones,,12798,2024-01-01
4656,John,India,,electronics,13409,01-02-2024
4657,,india,Tablet,Gadgets,33143,March 5 2024
4658,John,USA,Tablet,,33232,01-02-2024
4659,John,USA ,Headphones,Gadgets,33457,March 5 2024
4660,Praful,USA,,,21229,March 5 2024
4661,Amit,india,Laptop,,27053,March 5 2024
4662,Amit,india,Tablet,Gadgets,22728,March 5 2024
4663,John,USA,Laptop,Gadgets,4378,March 5 2024
4664,,india,,,21936,01-02-2024
4665,John,UK,,Gadgets,9301,2024-01-01
4666,,USA,Tablet,electronics,41641,
4667,,USA ,Headphones,Gadgets,1070,
4668,Praful,india,Phone,Electronics,14550,March 5 2024
4669,Raj,India,Tablet,,2986,2024-01-01
4670,Amit,USA ,,,19945,01-02-2024
4671,Amit,Germany,Phone,Electronics,49730,01-02-2024
4672,Amit,,Headphones,electronics,24912,
4673,Sara,UK,Laptop,electronics,24840,2024-01-01
4674,Praful,Germany,Phone,Electronics,49392,01-02-2024
4675,Praful,Germany,Tablet,Gadgets,13670,01-02-2024
4676,Amit,USA ,Headphones,electronics,42749,March 5 2024
4677,Sara,USA ,Headphones,,10932,01-02-2024
4678,,USA,,Gadgets,17101,March 5 2024
4679,,UK,Phone,Electronics,20942,
4680,Raj,UK,Laptop,Gadgets,26628,March 5 2024
4681,John,,Headphones,Gadgets,47021,2024-01-01
4682,,,Laptop,electronics,27265,March 5 2024
4683,Amit,UK,Phone,electronics,28470,March 5 2024
4684,Raj,Germany,Tablet,Electronics,47109,March 5 2024
4685,Amit,india,Phone,,17038,2024-01-01
4686,John,India,Phone,,49454,01-02-2024
4687,Praful,USA ,Headphones,,13503,01-02-2024
4688,John,USA,,Gadgets,7270,March 5 2024
4689,Praful,india,Headphones,Gadgets,32755,
4690,John,Germany,Laptop,electronics,6885,March 5 2024
4691,,UK,Headphones,Gadgets,7018,2024-01-01
4692,Praful,USA,Laptop,Electronics,44777,
4693,Praful,Germany,Headphones,electronics,37559,01-02-2024
4694,,UK,Headphones,Gadgets,24938,
4695,,USA,Phone,electronics,46325,01-02-2024
4696,Sara,,Headphones,Gadgets,6595,01-02-2024
